Source,Destination,Size,Arrival Time,Flow ID
13.225.253.142,13.33.80.18,61,0,0
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,128,1.0402120823840273,1
165.1.164.160,13.249.160.132,10,1.0402120823840273,1
23.251.250.254,143.204.225.124,100,1.7500672768867207,2
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,128,2.268624875079889,3
52.129.105.131,144.220.78.210,120,2.268624875079889,3
70.132.50.7,52.218.199.181,113,2.8194447990455367,4
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,128,3.8264764356287837,5
3.5.144.144,143.204.193.205,29,3.8264764356287837,5
52.85.141.248,70.132.18.135,74,5.912205389141844,6
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,128,6.324855749178664,7
204.246.188.212,13.33.191.149,42,6.324855749178664,7
65.9.142.88,13.249.162.79,51,7.092448035972002,8
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,128,9.551109356475296,9
54.192.159.143,13.225.111.179,101,9.551109356475296,9
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
176.221.83.102,52.84.134.66,128,9.554086941242293,10
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
