(0, 0)
(0.5012660026550293, 7)
(1.0194330215454102, 46)
(1.5400989055633545, 48)
(2.060939073562622, 8)
(2.580724000930786, 9)
(3.111445903778076, 7)
(3.627224922180176, 26)
(4.148974895477295, 2)
(4.678766965866089, 2)
(5.202831983566284, 2)
(5.722852945327759, 2)
(6.242894887924194, 0)
(6.762902021408081, 8)
(7.2869789600372314, 16)
(7.811017036437988, 46)
(8.335059881210327, 53)
(8.853524923324585, 45)
(9.37175703048706, 27)
(9.886260032653809, 47)
(10.40425992012024, 78)
(10.933650970458984, 98)
(11.453274965286255, 10)
(11.976870059967041, 8)
(12.489556074142456, 8)
(13.00400710105896, 16)
(13.511216878890991, 4)
(14.018362998962402, 28)
(14.525548934936523, 6)
(15.03637409210205, 11)
(15.544472932815552, 31)
(16.06901502609253, 11)
(16.59079098701477, 8)
(17.11207604408264, 7)
(17.626090049743652, 4)
(18.15733504295349, 14)
(18.680312871932983, 48)
(19.20142102241516, 42)
(19.716116905212402, 66)
(20.225899934768677, 117)
(20.761286973953247, 123)
(21.274296045303345, 65)
(21.78888201713562, 49)
(22.311676025390625, 49)
(22.818371057510376, 54)
(23.326091051101685, 17)
(23.8338360786438, 5)
(24.34554409980774, 4)
(24.8562490940094, 4)
(25.365936994552612, 2)
(25.875346899032593, 11)
(26.383363008499146, 33)
(26.891112089157104, 59)
(27.405786991119385, 50)
(27.91649103164673, 51)
(28.433230876922607, 48)
(28.94195795059204, 44)
(29.452651023864746, 77)
(29.966383934020996, 79)
(30.480942010879517, 82)
(30.993452072143555, 101)
(31.502681016921997, 97)
(32.0119149684906, 83)
(32.52020788192749, 73)
(33.038798093795776, 97)
(33.550628900527954, 95)
(34.0774450302124, 83)
(34.58929109573364, 52)
(35.09837102890015, 48)
(35.60562300682068, 45)
(36.11386203765869, 34)
(36.629729986190796, 7)
(37.152435064315796, 17)
(37.66290092468262, 9)
(38.177573919296265, 8)
(38.6933798789978, 4)
(39.2106659412384, 9)
(39.72386693954468, 2)
(40.236989974975586, 6)
