(0.5012660026550293, 0)
(1.0194330215454102, 0)
(1.5400989055633545, 0)
(2.060939073562622, 0)
(2.580724000930786, 0)
(3.111445903778076, 0)
(3.627224922180176, 0)
(4.148974895477295, 0)
(4.678766965866089, 0)
(5.202831983566284, 0)
(5.722852945327759, 0)
(6.242894887924194, 0)
(6.762902021408081, 0)
(7.2869789600372314, 0)
(7.811017036437988, 0)
(8.335059881210327, 0)
(8.853524923324585, 0)
(9.37175703048706, 0)
(9.886260032653809, 0)
(10.40425992012024, 0)
(10.933650970458984, 0)
(11.453274965286255, 0)
(11.976870059967041, 0)
(12.489556074142456, 0)
(13.00400710105896, 0)
(13.511216878890991, 0)
(14.018362998962402, 0)
(14.525548934936523, 0)
(15.03637409210205, 0)
(15.544472932815552, 0)
(16.06901502609253, 0)
(16.59079098701477, 0)
(17.11207604408264, 0)
(17.626090049743652, 0)
(18.15733504295349, 0)
(18.680312871932983, 0)
(19.20142102241516, 0)
(19.716116905212402, 0)
(20.225899934768677, 0)
(20.761286973953247, 0)
(21.274296045303345, 0)
(21.78888201713562, 0)
(22.311676025390625, 0)
(22.818371057510376, 0)
(23.326091051101685, 0)
(23.8338360786438, 0)
(24.34554409980774, 0)
(24.8562490940094, 0)
(25.365936994552612, 0)
(25.875346899032593, 0)
(26.383363008499146, 0)
(26.891112089157104, 0)
(27.405786991119385, 0)
(27.91649103164673, 0)
(28.433230876922607, 0)
(28.94195795059204, 0)
(29.452651023864746, 0)
(29.966383934020996, 0)
(30.480942010879517, 0)
(30.993452072143555, 0)
(31.502681016921997, 0)
(32.0119149684906, 0)
(32.52020788192749, 0)
(33.038798093795776, 0)
(33.550628900527954, 0)
(34.0774450302124, 0)
(34.58929109573364, 0)
(35.09837102890015, 0)
(35.60562300682068, 0)
(36.11386203765869, 0)
(36.629729986190796, 0)
(37.152435064315796, 0)
(37.66290092468262, 0)
(38.177573919296265, 0)
(38.6933798789978, 0)
(39.2106659412384, 0)
(39.72386693954468, 0)
(40.236989974975586, 0)
(40.74459791183472, 0)
(41.270211935043335, 0)
(41.79973292350769, 0)
(42.326935052871704, 0)
(42.871082067489624, 0)
(43.38825297355652, 0)
(43.913137912750244, 0)
(44.448150873184204, 0)
(44.96506595611572, 0)
(45.48326897621155, 0)
(46.00522804260254, 0)
(46.52185797691345, 0)
(47.0389940738678, 0)
(47.5584819316864, 0)
(48.075385093688965, 0)
(48.58944892883301, 0)
(49.10894203186035, 0)
(49.61534309387207, 0)
(50.14620590209961, 0)
(50.67293691635132, 0)
(51.203792095184326, 0)
(51.72177791595459, 0)
(52.239338874816895, 0)
(52.762819051742554, 0)
(53.282291889190674, 0)
(53.79615092277527, 0)
(54.30434489250183, 0)
(54.816773891448975, 0)
(55.365416049957275, 0)
(55.90054893493652, 0)
(56.42109799385071, 0)
(56.93881297111511, 0)
(57.457777976989746, 0)
(57.974989891052246, 0)
(58.489327907562256, 0)
(59.014293909072876, 0)
(59.54225301742554, 0)
(60.05047106742859, 0)
(60.558703899383545, 0)
(61.06538391113281, 0)
(61.573594093322754, 0)
(62.08183789253235, 0)
(62.59010696411133, 0)
(63.11621594429016, 0)
(63.64146709442139, 0)
(64.17420196533203, 0)
(64.70671391487122, 0)
(65.23156094551086, 0)
(65.75047087669373, 0)
(66.26626801490784, 1)
(66.78195309638977, 0)
(67.30995202064514, 0)
(67.82901787757874, 0)
(68.34811902046204, 0)
(68.86425805091858, 0)
(69.39075303077698, 0)
(69.92022490501404, 0)
(70.44079399108887, 0)
(70.96281599998474, 0)
(71.48933506011963, 0)
(72.01286888122559, 0)
(72.54086399078369, 0)
(73.06442189216614, 0)
(73.58645701408386, 0)
(74.10853791236877, 0)
(74.62911605834961, 0)
(75.14376592636108, 0)
(75.66145992279053, 1)
(76.18342900276184, 0)
(76.70360994338989, 0)
(77.22307109832764, 1)
(77.7396719455719, 0)
(78.26588201522827, 0)
(78.78956604003906, 0)
(79.31125688552856, 0)
(79.8279709815979, 0)
(80.34766602516174, 0)
(80.8683340549469, 1)
(81.38709998130798, 0)
(81.91689109802246, 0)
(82.4255039691925, 1)
(82.95026803016663, 0)
(83.46805691719055, 0)
(83.99120497703552, 1)
(84.50629687309265, 0)
(85.02607107162476, 0)
(85.54069590568542, 1)
(86.04841494560242, 0)
(86.5561420917511, 0)
(87.06386399269104, 0)
(87.5715799331665, 0)
(88.07906198501587, 0)
(88.58999991416931, 2)
(89.11870002746582, 1)
(89.62540888786316, 0)
(90.14019703865051, 0)
(90.64643287658691, 1)
(91.1668050289154, 0)
(91.6860020160675, 0)
(92.20071792602539, 0)
(92.71016001701355, 0)
(93.23405003547668, 0)
(93.75396203994751, 0)
(94.2751989364624, 0)
(94.78338408470154, 0)
(95.30198407173157, 0)
(95.83643794059753, 0)
(96.3563449382782, 0)
(96.88024687767029, 0)
(97.40022087097168, 0)
(97.92538499832153, 0)
(98.44010496139526, 0)
(98.9600338935852, 0)
(99.47736287117004, 0)
(100.0012640953064, 0)
(100.54167699813843, 0)
(101.0761148929596, 0)
(101.60271406173706, 0)
(102.1231119632721, 1)
(102.64298391342163, 0)
(103.16329002380371, 0)
(103.69648694992065, 0)
(104.22206807136536, 1)
(104.73084998130798, 0)
(105.23841905593872, 0)
(105.74622106552124, 0)
(106.25776600837708, 0)
(106.7760329246521, 1)
(107.2836799621582, 1)
(107.79708790779114, 1)
(108.30615186691284, 0)
(108.81308007240295, 0)
(109.34619307518005, 0)
(109.85933303833008, 0)
(110.37632203102112, 0)
(110.90297603607178, 0)
(111.4367470741272, 1)
(111.96974802017212, 0)
(112.49015998840332, 1)
(113.0113730430603, 0)
(113.52474403381348, 0)
(114.03822588920593, 0)
(114.55288887023926, 0)
(115.08000898361206, 0)
(115.59648299217224, 2)
(116.11693501472473, 0)
(116.64877009391785, 0)
(117.15943598747253, 0)
(117.67742490768433, 0)
(118.1986448764801, 2)
(118.71786999702454, 1)
(119.23804187774658, 0)
(119.77052688598633, 0)
(120.2886700630188, 0)
(120.81145095825195, 0)
(121.33211398124695, 2)
(121.8541910648346, 0)
(122.37219595909119, 0)
(122.89758396148682, 1)
(123.41457009315491, 0)
(123.93572402000427, 0)
(124.44639897346497, 1)
(124.96335196495056, 1)
(125.48770189285278, 0)
(126.0057098865509, 0)
(126.5258378982544, 1)
(127.05841302871704, 0)
(127.57376503944397, 1)
(128.10689401626587, 0)
(128.627454996109, 0)
(129.1418809890747, 0)
(129.66856408119202, 1)
(130.1918830871582, 0)
